name,latitude,longitude
SANAYEE DEVELOPMENT ORGANIZATION,34.5553494,69.207486
INTERNATIONAL FEDERATION FOR PEACE AND CONCILIATION,55.7791667,37.6335708
INTERNATIONAL FEDERATION OF ACTION BY CHRISTIANS FOR THE ABOLITION OF TORTURE,48.84984920000001,2.4443697
HUMANISTS INTERNATIONAL,51.4858439,-0.1163458
INTERNATIONAL ORGANISATION FOR THE RIGHT TO EDUCATION AND FREEDOM OF EDUCATION,46.1945187,6.1667288
INTERNATIONAL UNION OF JUDICIAL OFFICERS,48.8783846,2.3709488
MENTAL HEALTH EUROPE,50.84790779999999,4.3820916
PAX ROMANA INTERNATIONAL CATHOLIC MOVEMENT FOR INTELLECTUAL AND CULTURAL AFFAIRS,46.2207824,6.1391864
PENAL REFORM INTERNATIONAL,51.54392259999999,-0.0826811
STANDING COMMITTEE OF EUROPEAN DOCTORS,50.8435973,4.3700895
SOLDIERS' MOTHERS OF SAINT PETERSBURG,59.9310584,30.3609096
THE ADVENTURE PROJECT,40.7127753,-74.0059728
TOYBANK,"",""
WORLD FEDERALIST MOVEMENT - INSTITUTE FOR GLOBAL POLICY,"",""
EUROPEAN NETWORK ON INDEPENDENT LIVING,50.841755,4.369373
EUROPEAN UNIVERSITY SPORTS ASSOCIATION,46.0519897,14.5026545
UKRAINIAN WORLD CONGRESS,43.6183527,-79.5094914
COMENIUS ASSOCIATION,50.84991300000001,4.4537721
TRANSPARENCY INTERNATIONAL,52.52383,13.345
WOMEN'S EMPOWERMENT INTERNATIONAL,32.715738,-117.1610838
EUROPEAN NETWORK ON STATELESSNESS,51.5901441,-0.06119040000000001
DRC DANISH REFUGEE COUNCIL,55.6760968,12.5683372
EUROPEAN IMPLEMENTATION NETWORK,48.5734053,7.752111299999999
INTERNATIONAL COUNCIL ON SHARED PARENTING,50.7385984,7.1001075
HUMAN RIGHTS EDUCATION YOUTH NETWORK,50.8383149,4.4073223
PARENTS INTERNATIONAL,51.7428606,5.2641808
CHILD RIGHTS CONNECT,46.2043907,6.1431577
CHILDREN'S SPORTS FOUNDATION,55.755826,37.6172999
COMITATO COLLABORAZIONE MEDICA,45.0703393,7.686864
DEFENCE FOR CHILDREN INTERNATIONAL,46.2043907,6.1431577
EDUCATIONAL VOLUNTEERS FOUNDATION OF TURKEY,41.0082376,28.9783589
FEDERATION INTERNATIONAL DES DROITS DE L'HOMME,48.856614,2.3522219
FORUM-ASIA,13.7563309,100.5017651
FUNDACIÓN ESCUELA NUEVA VOLVAMOS A LA GENTE,"",""
GOVERNMENT ACCOUNTABILITY PROJECT,47.7510741,-120.7401385
HELEN KELLER INTERNATIONAL,40.7127753,-74.0059728
INDIA VISION FOUNDATION,"",""
INTERNATIONAL CENTER FOR TRANSITIONAL JUSTICE,40.7127753,-74.0059728
INTERNATIONAL DETENTION COALITION,-37.8068045,144.9882004
OMPRAKASH,47.6062095,-122.3320708
WORLD ORGANISATION AGAINST TORTURE,46.2004931,6.138790699999999
